,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
4047,['FMIPA2'],studi keragaman struktur morfologi dan anatomi petiole tangkai daun dari berbagai kultivar pisang kepok musa paradisiaca l,kepok bananas are one type of banana that is found and used in indonesia these bananas contain high nutritional value so they are suitable for use as food ingredients this study aims to determine the anatomical structure and morphology of petiole from various banana kepok cultivars these cultivars are kepok abu batu kapas kuning libanon and manado however kepok libanon cannot be found in the previous collection area the research was conducted in december 2018 to january 2019 the taking of plant samples using the method of exploration and observation of anatomical structures using fresh preparations across the incision and the results were analyzed descriptively the observation of the structure of morphology of petiole is the largest petiole diameter namely kepok kapas while the smallest is kepok batu kepok batu is the only one that has a canal leaf shape overlaps while kepok abu kapas kuning and manado have the leaf shape of a curved canal inside the fifth color of the kepok banana cultivar is the same which is green kepok abu have blackish brown spots while kepok batu kapas kuning and manado have brown spots the anatomical structure of the petiole includes the xylem diameter transport tissue support tissue basic tissue and protector tissue kepok kapas has the largest xylem diameter while kepok kuning has the smallest xylem diameter five kepok banana cultivars has xylem and phloem transport tissue were clearly seen by the sclerenchyma sheath epidermal parenchymal and sclerenchymal tissue were clearly seen in the five cultivars,['QL'],Jurnal Penelitian Pertanian Terapan,,2020-01-16,,,en,"Pisang kepok adalah salah satu jenis pisang yang ditemukan dan digunakan di Indonesia pisang ini mengandung nilai nutrisi yang tinggi sehingga mereka cocok untuk digunakan sebagai bahan makanan yang bertujuan untuk menentukan struktur anatomi dan morfologi tangkai daun dari berbagai kultivar kepok pisang iniAbu Batu Kapas Kuning Libanon dan Manado Namun Kepok Libanon tidak dapat ditemukan di area pengumpulan sebelumnya, penelitian ini dilakukan pada bulan Desember 2018 hingga Januari 2019 pengambilan sampel tanaman menggunakan metode eksplorasi dan pengamatan struktur anatomi menggunakan persiapan baru di seluruh sayatan dan dan pengamatan di seluruh sayatan dan insisi danHasilnya dianalisis secara deskriptif pengamatan struktur morfologi tangkai daun adalah diameter tangkai daun terbesar yaitu Kapas keppas sedangkan yang terkecil adalah keppok batu kepkok batu adalah satu -satunya yang memiliki bentuk daun kanal yang tumpang tindih sementara Kepok abu kapas kuning dan manado memiliki yang tumpang tindih sementara Kepok Abu Kapas Kuning dan Manado memiliki yang memiliki yang tumpang tindih sedangkan Kepok Abu Kapas Kuning dan Manado memiliki yang memiliki yang tumpang tindih sementara Kepok Abu Kapas Kuning dan Manado memiliki yang memiliki The Canal TumpangBentuk daun dari kanal melengkung di dalam warna kelima kultivar pisang kepok adalah sama yaitu Keppok abu hijau memiliki bintik -bintik coklat kehitaman sementara Kepok Batu Kapas Kuning dan Manado memiliki bintik -bintik cokelat.Jaringan jaringan dan jaringan pelindung Kapas Kapas memiliki diameter xilem terbesar sementara KPOK Kuning memiliki diameter xilem terkecil lima kultivar pisang kepok memiliki xilem dan jaringan transportasi floem jelas dilihat oleh sclerenchyma selubung epidermal parenkim dan sclerenchymal sclerenchymal sclerenchymal sclerenchymal sclerenchymal leathe leathe leath leath leath sclerenchymal sclerenchymal sclerenchymal"
4048,['FMIPA2'],studi keragaman struktur morfologi dan anatomi petiole tangkai daun dari berbagai kultivar pisang kepok musa paradisiaca l,kepok bananas are one type of banana that is found and used in indonesia these bananas contain high nutritional value so they are suitable for use as food ingredients this study aims to determine the anatomical structure and morphology of petiole from various banana kepok cultivars these cultivars are kepok abu batu kapas kuning libanon and manado however kepok libanon cannot be found in the previous collection area the research was conducted in december 2018 to january 2019 the taking of plant samples using the method of exploration and observation of anatomical structures using fresh preparations across the incision and the results were analyzed descriptively the observation of the structure of morphology of petiole is the largest petiole diameter namely kepok kapas while the smallest is kepok batu kepok batu is the only one that has a canal leaf shape overlaps while kepok abu kapas kuning and manado have the leaf shape of a curved canal inside the fifth color of the kepok banana cultivar is the same which is green kepok abu have blackish brown spots while kepok batu kapas kuning and manado have brown spots the anatomical structure of the petiole includes the xylem diameter transport tissue support tissue basic tissue and protector tissue kepok kapas has the largest xylem diameter while kepok kuning has the smallest xylem diameter five kepok banana cultivars has xylem and phloem transport tissue were clearly seen by the sclerenchyma sheath epidermal parenchymal and sclerenchymal tissue were clearly seen in the five cultivars keywords cultivar kepok banana petiole and xylem,['QK'],Jurnal Penelitian Pertanian Terapan,Politeknik Negeri Lampung,2020-01,,,en,"Pisang kepok adalah salah satu jenis pisang yang ditemukan dan digunakan di Indonesia pisang ini mengandung nilai nutrisi yang tinggi sehingga mereka cocok untuk digunakan sebagai bahan makanan yang bertujuan untuk menentukan struktur anatomi dan morfologi tangkai daun dari berbagai kultivar kepok pisang iniAbu Batu Kapas Kuning Libanon dan Manado Namun Kepok Libanon tidak dapat ditemukan di area pengumpulan sebelumnya, penelitian ini dilakukan pada bulan Desember 2018 hingga Januari 2019 pengambilan sampel tanaman menggunakan metode eksplorasi dan pengamatan struktur anatomi menggunakan persiapan baru di seluruh sayatan dan dan pengamatan di seluruh sayatan dan insisi danHasilnya dianalisis secara deskriptif pengamatan struktur morfologi tangkai daun adalah diameter tangkai daun terbesar yaitu Kapas keppas sedangkan yang terkecil adalah keppok batu kepkok batu adalah satu -satunya yang memiliki bentuk daun kanal yang tumpang tindih sementara Kepok abu kapas kuning dan manado memiliki yang tumpang tindih sementara Kepok Abu Kapas Kuning dan Manado memiliki yang memiliki yang tumpang tindih sedangkan Kepok Abu Kapas Kuning dan Manado memiliki yang memiliki yang tumpang tindih sementara Kepok Abu Kapas Kuning dan Manado memiliki yang memiliki The Canal TumpangBentuk daun dari kanal melengkung di dalam warna kelima kultivar pisang kepok adalah sama yaitu Keppok abu hijau memiliki bintik -bintik coklat kehitaman sementara Kepok Batu Kapas Kuning dan Manado memiliki bintik -bintik cokelat.Jaringan jaringan dan jaringan pelindung Kapas Kapas memiliki diameter xilem terbesar sementara KPOK Kuning memiliki diameter xilem terkecil lima kultivar pisang kepok memiliki xilem dan jaringan transportasi floem jelas dilihat oleh sclerenchyma selubung epidermal parenkim dan sclerenchymal sclerenchymal sclerenchymal sclerenchymal sclerenchymal leathe leathe leath leath leath sclerenchymal sclerenchymal sclerenchymalKata kunci kultivar kepok pisang tangkai dan xylem"
4049,['FISIP4'],communication model of line s account managers in managing consumers,each social media account created by users has its own purpose and meaning that is to attract the sympathy of the audience just like in real world humans can not live without socializing and interact each other this research was designed to find out the communication model of social media account managers in managing consumers this study used an interactional communication model with qualitative descriptive method the results showed that the communication model used to manage the chat relationship account is the interactional communication model this model had used because followers have different back backgrounds knowledges experiences and cultures that affect each person in interpreting message there are many factors as key success to running an onlinebased business through social media relationships chat account in order to increase followers loyalty in accordance with the strategy adopted by the account managers several management strategies had been applied such as a presentation to the audience audience segmentation consistency in providing entertainment to the audience consistency of the characteristics and features needed constantly looking for the latest entertainment innovations communicating directly with consumers to support activities and creating cooperation between account managers are being the key success to gained sympathy and loyalty from followers,['H1'],Communication Model of Line’s Account Managers in Managing Consumers,nternational Research Association for Talent Development and Excellence,2020-03,,"['communication model', 'new media', 'line', 'followers']",en,Setiap akun media sosial yang dibuat oleh pengguna memiliki tujuan dan maknanya sendiri yaitu untuk menarik simpati penonton seperti di dunia nyata manusia tidak dapat hidup tanpa bersosialisasi dan berinteraksi satu sama lain penelitian ini dirancang untuk mengetahui model komunikasi media sosialManajer Akun dalam Mengelola Konsumen Penelitian ini menggunakan model komunikasi interaksional dengan metode deskriptif kualitatif hasil menunjukkan bahwa model komunikasi yang digunakan untuk mengelola akun hubungan obrolmempengaruhi setiap orang dalam menafsirkan pesan ada banyak faktor sebagai keberhasilan utama untuk menjalankan bisnis berbasis online melalui akun obrolan hubungan media sosial untuk meningkatkan loyalitas pengikut sesuai dengan strategi yang diadopsi oleh manajer akun beberapa strategi manajemen telah diterapkan seperti presentasiKepada audiens audiens Konsistensi segmentasi dalam memberikan hiburan terhadap konsistensi audiens dari karakteristik dan fitur yang dibutuhkan terus -menerus mencari inovasi hiburan terbaru yang berkomunikasi langsung dengan konsumen untuk mendukung kegiatan dan menciptakan kerja sama antara manajer akun menjadi kesuksesan utama untuk mendapatkan simpati dan loyalitas daripengikut
4050,['FP26'],financial benefits of the environmentally friendly aquaponic media system,fish cultivation is one of the ways to increase the productivity of fishery technology development technology innovation of fishery in indonesia has existed since long ago especially in lampung province the technological development of trout cultivation makes the fishery business more effective efficient economical highly competitive and environmentally friendly this research aimed to identify the plus value of fish cultivation that has economic value the aquaponics system s principle was aimed to make trout cultivation to become environmentally friendly this research was conducted in lampung province at south lampung regency and central lampung regency the research had been done from may to august 20th 2020 the data used in this research were the kind of primary data and secondary data primary data was obtained from the community of fish cultivation at central lampung supported by a related agency the method of research was aimed to analyze the worthiness of the business based on the result of research it can be concluded that the trout cultivation of catfish and mustard greens with aquaponics technology was worth and profitable as economical the principal of aquaponics technology was utilizing nutrient food waste and fish metabolism in case of symbiotic mutualism among fish plants and bacteria aquaponics technology of closed recirculation produced fish optimally by saving water use and could exploit the waste of fish cultivation so that the aquaponics system could become the system of fish cultivation that is environmentally friendly,['S1'],,Universitas Lampung,2020-11,,,en,"Budidaya ikan adalah salah satu cara untuk meningkatkan produktivitas inovasi teknologi pengembangan teknologi perikanan perikanan di Indonesia telah ada sejak lama terutama di Provinsi Lampung, pengembangan teknologi budidaya trout membuat bisnis perikanan lebih efisien secara ekonomis sangat kompetitif dan ramah lingkungan ini ini ini ini ini ini ini ini ini ini ini sangat kompetitif dan ramah lingkunganMei hingga 20 Agustus 2020 Data yang digunakan dalam penelitian ini adalah jenis data primer dan data primer data sekunder diperoleh dari komunitas budidaya ikan di lampung pusat yang didukung oleh agen terkait metode penelitian bertujuan untuk menganalisis kelayakan dariBisnis Berdasarkan Hasil Penelitian Dapat disimpulkan bahwa budidaya ikan ikan lele dan mustard hijau dengan teknologi aquaponik layak dan menguntungkan sebagai ekonomis prinsipal teknologi aquaponik memanfaatkan limbah makanan nutrisi dan metabolisme ikan dalam kasus mutualisme simbiosis di antara tanaman ikan ikan ikan nutrisi dan metabolisme ikan dalam kasus mutualisme simbiotik di antara tanaman ikan ikan ikan simbiotik di antara tanaman ikan dan ikan nutrisi dan metabolisme ikan dalam kasus mutualisme simbiosis di antara tanaman ikan ikan ikan simbiosis ikan simbiosisdan bakteri teknologi aquaponics dari resirkulasi tertutup menghasilkan ikan secara optimal dengan menghemat penggunaan air dan dapat mengeksploitasi pemborosan budidaya ikan sehingga sistem aquaponik dapat menjadi sistem budidaya ikan yang ramah lingkungan"
4051,['FP26'],financial benefits of the environmentally friendly aquaponic media system,fish cultivation is one of the ways to increase the productivity of fishery technology development technology innovation of fishery in indonesia has existed since long ago especially in lampung province the technological development of trout cultivation makes the fishery business more effective efficient economical highly competitive and environmentally friendly this research aimed to identify the plus value of fish cultivation that has economic value the aquaponics system s principle was aimed to make trout cultivation to become environmentally friendly this research was conducted in lampung province at south lampung regency and central lampung regency the research had been done from may to august 20th 2020 the data used in this research were the kind of primary data and secondary data primary data was obtained from the community of fish cultivation at central lampung supported by a related agency the method of research was aimed to analyze the worthiness of the business based on the result of research it can be concluded that the trout cultivation of catfish and mustard greens with aquaponics technology was worth and profitable as economical the principal of aquaponics technology was utilizing nutrient food waste and fish metabolism in case of symbiotic mutualism among fish plants and bacteria aquaponics technology of closed recirculation produced fish optimally by saving water use and could exploit the waste of fish cultivation so that the aquaponics system could become the system of fish cultivation that is environmentally friendly,['S1'],,,2020-11,,,en,"Budidaya ikan adalah salah satu cara untuk meningkatkan produktivitas inovasi teknologi pengembangan teknologi perikanan perikanan di Indonesia telah ada sejak lama terutama di Provinsi Lampung, pengembangan teknologi budidaya trout membuat bisnis perikanan lebih efisien secara ekonomis sangat kompetitif dan ramah lingkungan ini ini ini ini ini ini ini ini ini ini ini sangat kompetitif dan ramah lingkunganMei hingga 20 Agustus 2020 Data yang digunakan dalam penelitian ini adalah jenis data primer dan data primer data sekunder diperoleh dari komunitas budidaya ikan di lampung pusat yang didukung oleh agen terkait metode penelitian bertujuan untuk menganalisis kelayakan dariBisnis Berdasarkan Hasil Penelitian Dapat disimpulkan bahwa budidaya ikan ikan lele dan mustard hijau dengan teknologi aquaponik layak dan menguntungkan sebagai ekonomis prinsipal teknologi aquaponik memanfaatkan limbah makanan nutrisi dan metabolisme ikan dalam kasus mutualisme simbiosis di antara tanaman ikan ikan ikan nutrisi dan metabolisme ikan dalam kasus mutualisme simbiotik di antara tanaman ikan ikan ikan simbiotik di antara tanaman ikan dan ikan nutrisi dan metabolisme ikan dalam kasus mutualisme simbiosis di antara tanaman ikan ikan ikan simbiosis ikan simbiosisdan bakteri teknologi aquaponics dari resirkulasi tertutup menghasilkan ikan secara optimal dengan menghemat penggunaan air dan dapat mengeksploitasi pemborosan budidaya ikan sehingga sistem aquaponik dapat menjadi sistem budidaya ikan yang ramah lingkungan"
4052,['FP26'],hasil review financial benefits of the environmentally friendly aquaponic media system,hasil review the 1st universitas lampung international confrence on science technology and environment 1st ulicoste,['S1'],,"The 1st Universitas Lampung International Confrence on Science, Technology and Environment (1st ULICoSTE)",2020-11,,,en,hasil review the 1st universitas lampung international conference on science technology and environment 1st lacoste
4053,['FKIP18'],effectiveness of blended learning model on students motivation and competency level in meteorology climatology subject,this study aims to see at student motivation arising from the application of the blended learning model student competencies formed due to the application of the blended learning model the effectiveness of the application of the blended learning model in increasing student motivation and competence in the meteorology climatology course also providing references for the use of the model blended learning to other courses so that lectures can run effectively and efficiently the method is a quasiexperiment method the sample was student on their first semester in 2019 of the geography education study program in the class of meteorology climatology the results of the study are as follows 1 the application of the blended learning model in the climatology meteorology course in geography education study program students influences student motivation in learning 2 the application of the blended learning model in the climatology meteorology course for geography education study program students increases the level of student competency 3 the blended learning model is one of the effective learning models for increasing student motivation and competence this can be seen from the formed student motivation and increased student competence 4 the use of the blended learning model can be applied to other subjects as an alternative so that lectures can run effectively and efficiently,['G1'],Jurnal Spatial Wahana Komunikasi dan Informasi Geografi,UNJ,2020-03-31,,,en,Penelitian ini bertujuan untuk melihat motivasi siswa yang timbul dari penerapan model pembelajaran campuran kompetensi siswa yang dibentuk karena penerapan model pembelajaran campuran efektivitas penerapan model pembelajaran campuran dalam meningkatkan motivasi dan kompetensi siswa dalam kursus klimatologi meteorologi meteorologiJuga memberikan referensi untuk penggunaan pembelajaran campuran model ke kursus lain sehingga kuliah dapat berjalan secara efektif dan efisien metode ini adalah metode quasixperiment sampel adalah siswa pada semester pertama mereka pada 2019 dari program studi pendidikan geografi di kelas klimatologi meteorologi meteorologi merekaHasil penelitian ini adalah sebagai berikut 1 Penerapan model pembelajaran campuran dalam Kursus Meteorologi Klimatologi dalam Program Studi Pendidikan Geografi Siswa memengaruhi motivasi siswa dalam pembelajaran 2 Penerapan model pembelajaran campuran dalam program meteorologi klimatologi untuk program studi pendidikan geografi geografiSiswa meningkatkan tingkat kompetensi siswa 3 Model pembelajaran campuran adalah salah satu model pembelajaran yang efektif untuk meningkatkan motivasi dan kompetensi siswa ini dapat dilihat dari motivasi siswa yang terbentuk dan peningkatan kompetensi siswa 4 Penggunaan model pembelajaran campuran dapat diterapkan untukSubjek lain sebagai alternatif sehingga kuliah dapat berjalan secara efektif dan efisien
4054,['FKIP18'],effectiveness of blended learning model on students motivation and competency level in meteorology climatology subject,this study aims to see at student motivation arising from the application of the blended learning model student competencies formed due to the application of the blended learning model the effectiveness ofthe application of the blended learning model in increasing student motivation and competence in the meteorology climatology course also providing references for the use of the model blended learning to other courses so that lectures can run effectively and efficiently the method is a quasiexperiment method the sample was student on their first semester in 2019 of the geography education study program in the class of meteorology climatology the results of the study are as follows 1 the application of the blended learning model in the climatology meteorology course in geography education study program students influences student motivation in learning 2 the application of the blended learning model in the climatology meteorology course for geographyeducation study program students increases the level of student competency 3 the blended learning model is one of the effective learning models for increasing student motivation and competence this can be seen from the formed student motivation and increased student competence 4 the use of the blended learning model can be applied to other subjects as an alternative so that lectures can run effectively and efficiently,"['G1', 'L1']",Jurnal Spasial Wahana Komunikasi dan Informasi Geografi,Universitas Negeri Jakarta,2020-03-31,,,en,Penelitian ini bertujuan untuk melihat motivasi siswa yang timbul dari penerapan model pembelajaran campuran kompetensi siswa yang dibentuk karena penerapan model pembelajaran campuran efektivitas penerapan model pembelajaran campuran dalam meningkatkan motivasi dan kompetensi siswa dalam kursus klimatologi meteorologi jugaMemberikan referensi untuk penggunaan model campuran pembelajaran ke kursus lain sehingga kuliah dapat berjalan secara efektif dan efisien metode ini adalah metode quasixperiment sampel adalah siswa pada semester pertama mereka pada 2019 dari program studi pendidikan geografi di kelas klimatologi meteorologi The TheHasil penelitian ini adalah sebagai berikut 1 Penerapan model pembelajaran campuran dalam Kursus Meteorologi Klimatologi dalam Program Studi Pendidikan Geografi Siswa memengaruhi motivasi siswa dalam pembelajaran 2 Penerapan model pembelajaran campuran dalam kursus meteorologi klimatologi untuk program studi geografi siswa meningkatkan siswa siswaTingkat Kompetensi Siswa 3 Model pembelajaran campuran adalah salah satu model pembelajaran yang efektif untuk meningkatkan motivasi dan kompetensi siswa ini dapat dilihat dari motivasi siswa yang terbentuk dan peningkatan kompetensi siswa 4 Penggunaan model pembelajaran campuran dapat diterapkan pada mata pelajaran lainSebagai alternatif sehingga kuliah dapat berjalan secara efektif dan efisien
4055,['FP5'],assessment of community forest health indicators on some plants cropping patterns case study in buana sakti village batang hari district east lampung regency,abstract awareness of the importance of community forest health in various cropping patterns in buana sakti village batang hari district east lampung regency is currently lacking so better forest management is needed community forest has a function as a forest that can support community income this study aims to obtain the value of community forest health indicators on monoculture polyculture and agroforestry cropping patterns this research was conducted in a community forest in buana sakti village batang hari district east lampung regency this study uses the fhm forest health monitoring method the results showed that the indicators of community forest health used in monoculture planting patterns were productivity vitality and location quality while in the polyculture planting patterns namely productivity vitality site quality and biodiversity indicators used in agroforestry cropping patterns are productivity vitality site quality and biodiversity,['SD'],Perennial,Fakultas Kehutanan UNHAS,2020-04,,"['buana sakti village', 'community forest health indicators', 'community']",en,"Abstrak Kesadaran akan pentingnya kesehatan hutan masyarakat dalam berbagai pola tanam di desa Buana Sakti Batang Hari Distrik Kabupaten Lampung Timur saat ini kurang sehingga pengelolaan hutan yang lebih baik diperlukan hutan masyarakat memiliki fungsi sebagai hutan yang dapat mendukung pendapatan masyarakat yang bertujuan untuk diperoleh studi ini untuk mendapatkanNilai Indikator Kesehatan Hutan Komunitas pada Monokultur Polikultur dan Pola Penanaman Agroforestri Penelitian ini dilakukan di hutan masyarakat di desa Buana Sakti Batang Hari Distrik Lampung Timur Regensi Penelitian ini menggunakan metode pemantauan kesehatan hutan FHM, hasilnya menunjukkan bahwa indikator hutan komunitas hutan komunitas hutan komunitas Forest Forest ForestKesehatan yang digunakan dalam pola penanaman monokultur adalah vitalitas produktivitas dan kualitas lokasi sementara dalam pola penanaman polikultur yaitu produktivitas vitalitas kualitas situs dan indikator keanekaragaman hayati yang digunakan dalam pola penanaman agroforestri adalah kualitas produktivitas dan kualitas hayati produktivitas dan keanekaragaman hayati produktivitas dan keanekaragaman hayati produktivitas dan keanekaragaman hayati produktivitas produktivitas dan keanekaragaman hayati produktivitas"
4056,['FISIP1'],human capital di era digital,human capital development program is a longterm investment that can benefit the company in the long term this study was aimed to determine describe and analyze the development of human capital marketers in the digital era in insurance industry prudential indonesia the data analysis used was an interactive data analysis model developed by miles huberman 2009 the results showed that strategy of human capital development is enabling compentence in the digital age through sustaibable training the development is done through the identification of human capital components as the marketers have product knowledge licenses experience appearance networks connections selfquality independent and creative the other components such as motivation support leaders organizational atmosphere and work group effectiveness will also influence the marketers to be able to achieve higher performance in order to compete in the digital era,['H1'],Jurnal Perspektif Bisnis,Administrasi Bisnis FISIP Universitas Lampung,2020,,,en,Program Pengembangan Sumber Daya Manusia adalah investasi jangka panjang yang dapat bermanfaat bagi perusahaan dalam jangka panjang penelitian ini bertujuan untuk menentukan menggambarkan dan menganalisis pengembangan pemasar modal manusia di era digital dalam industri asuransi Prudential Indonesia Analisis data yang digunakan adalah analisis data interaktif interaktifModel yang dikembangkan oleh Miles Huberman 2009 Hasilnya menunjukkan bahwa strategi pengembangan sumber daya manusia memungkinkan kompentensi di era digital melalui pelatihan yang berkelanjutan. Pembangunan dilakukan melalui identifikasi komponen sumber daya manusia karena pemasar memiliki lisensi pengetahuan produk yang mengalami jaringan penampilan koneksi mandiri dan mandiri dan mandiri dan secara mandiri dan dan kualitas dan kualitas dan kualitas dan kualitas dan kualitas dan kualitas dan kualitas dan kualitas dan kualitas dan kualitas dan dan kualitas dan kualitas dan kualitas dan kualitas dan kualitas dan dan kualitas dan kualitas dan secara mandiri dan secara mandiri dan dan mandiri dan secara mandiri dan dan mandiri dan secara mandiri dan secara mandiri dan secara mandiri dan secara mandiri dan secara mandiri dan secara mandiri dan secara mandiri dan secara mandiriKreatif Komponen lain seperti motivasi mendukung suasana organisasi dan efektivitas kelompok kerja juga akan mempengaruhi pemasar untuk dapat mencapai kinerja yang lebih tinggi untuk bersaing di era digital
4057,['FISIP1'],human capital di era digital,human capital development program is a longterm investment that can benefit the company in the long term this study was aimed to determine describe and analyze the development of human capital marketers in the digital era in insurance industry prudential indonesia the data analysis used was an interactive data analysis model developed by miles huberman 2009 the results showed that strategy of human capital development is enabling compentence in the digital age through sustaibable training the development is done through the identification of human capital components as the marketers have product knowledge licenses experience appearance networks connections selfquality independent and creative the other components such as motivation support leaders organizational atmosphere and work group effectiveness will also influence the marketers to be able to achieve higher performance in order to compete in the digital era,['H1'],Jurnal Perspektif Bisnis,Administrasi Bisnis FISIP Universitas Lampung,2020-05,,,en,Program Pengembangan Sumber Daya Manusia adalah investasi jangka panjang yang dapat bermanfaat bagi perusahaan dalam jangka panjang penelitian ini bertujuan untuk menentukan menggambarkan dan menganalisis pengembangan pemasar modal manusia di era digital dalam industri asuransi Prudential Indonesia Analisis data yang digunakan adalah analisis data interaktif interaktifModel yang dikembangkan oleh Miles Huberman 2009 Hasilnya menunjukkan bahwa strategi pengembangan sumber daya manusia memungkinkan kompentensi di era digital melalui pelatihan yang berkelanjutan. Pembangunan dilakukan melalui identifikasi komponen sumber daya manusia karena pemasar memiliki lisensi pengetahuan produk yang mengalami jaringan penampilan koneksi mandiri dan mandiri dan mandiri dan secara mandiri dan dan kualitas dan kualitas dan kualitas dan kualitas dan kualitas dan kualitas dan kualitas dan kualitas dan kualitas dan kualitas dan dan kualitas dan kualitas dan kualitas dan kualitas dan kualitas dan dan kualitas dan kualitas dan secara mandiri dan secara mandiri dan dan mandiri dan secara mandiri dan dan mandiri dan secara mandiri dan secara mandiri dan secara mandiri dan secara mandiri dan secara mandiri dan secara mandiri dan secara mandiri dan secara mandiriKreatif Komponen lain seperti motivasi mendukung suasana organisasi dan efektivitas kelompok kerja juga akan mempengaruhi pemasar untuk dapat mencapai kinerja yang lebih tinggi untuk bersaing di era digital
4058,['FP1'],analisis harga pokok produksi nilai tambah dan keuntungan agroindustri keripik tempe di kota metro,"bstract this research aims to analyze main production cost added value and income of tempe chips agroindustry this research uses a case study method at three tempe chips agroindustries which are located in metro city therefore they are chosen purposively by considering the agroindustries are still active to produce respondents of this research are the owners of the tempe chips agroindustries the field research was conducted in february until march 2019 the data collected in this research are primary and secondary data then data analysis method uses quantitative descriptive analysis the results showed that main production cost of tempe chips agroindustry is idr32,874.39 per kilogram added values of tempe chips agroindustry show the positive values hence it is feasible to be developed tempe chips agroindustries are profitable because of the r c values of more than 1 key words added value agroindustry cost income tempe chips",['S1'],Jurnal Ilmu-Ilmu Agribisnis,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,2020-11,,,en,"BStract Penelitian ini bertujuan untuk menganalisis nilai tambah biaya produksi utama dan pendapatan agroindustrasi chip tempe. Penelitian ini menggunakan metode studi kasus di tiga pengacara chip tempe yang terletak di kota metro oleh karena itu mereka dipilih secara sengaja dengan mempertimbangkan agroindustri masih aktif untuk menghasilkan responden oleh karena itu mereka dipilih dengan mempertimbangkan agroindustri masih aktif untuk menghasilkan responden untuk menghasilkan responden dengan mempertimbangkan agroinden masih aktifDari penelitian ini adalah pemilik chip tempe chips agroindustries.Agroindustry adalah IDR32.874,39 per kilogram nilai tambahan dari chip tempe agroindustry menunjukkan nilai -nilai positif sehingga layak untuk dikembangkan chip tempe chip agroindustri yang menguntungkan karena nilai -nilai r C lebih dari 1 kata kunci nilai tambah nilai industri pendapatan biaya pendapatan biaya pendapatan biaya pendapatan biaya tambahan biaya pendapatan biaya industri industri"
4059,['FKIP4'],teachers and students perceptions on the use of ssibased assessment instrument for measuring students ability to collaborate,the purpose of this study was to analyze and explain teachers and students perceptions on the ssibased assessment instrument for measuring students ability to collaborate the method used was the descriptive method the samples of this study cover ten junior high school teachers and one hundred junior high school students from ten different schools data collection was administered by means of questionnaires while the proportions technique was used for analyzing the collected data the results show that teachers perceptions on the ssibased instrument assessment in the implementation aspect were in low category because in the learning process the teachers did not raised the issue of science ssi often medium category learners perceptions of the aspect of collaboration ability were also in low category as teachers have not assessed learners ability to collaborate it can be concluded that the ssibased assessment instrument is needed by both teachers and learners to accurately measure learners ability to collaborate keywords assessment instrument issue of science ssi collaborate skills,['L1'],,,2020-10-18,,,en,"Tujuan dari penelitian ini adalah untuk menganalisis dan menjelaskan persepsi guru dan siswa tentang instrumen penilaian ssibased untuk mengukur kemampuan siswa untuk berkolaborasi metode yang digunakan adalah metode deskriptif sampel dari penelitian ini mencakup sepuluh guru sekolah menengah pertama dan seratus siswa sekolah menengah pertama junior siswa sekolah menengah pertama junior menengah pertama junior menengah pertama junior junior junior junior junior menengah pertama junior junior junior menengah pertama junior junior menengah pertama dan junior sekolah menengah pertama junior menengah pertama junior menengah pertama junior junior junior junior junior menengah pertama junior junior junior highDari sepuluh sekolah yang berbeda pengumpulan data dikelola dengan cara kuesioner sementara teknik proporsi digunakan untuk menganalisis data yang dikumpulkan hasilnya menunjukkan bahwa persepsi guru tentang penilaian instrumen ssibased dalam aspek implementasi berada dalam kategori rendah karena dalam proses pembelajaran yang dilakukan para guru memang memang para guru melakukannya dilakukantidak mengangkat masalah sains SSI seringkali persepsi pelajar kategori menengah tentang aspek kemampuan kolaborasi juga dalam kategori rendah karena guru belum menilai kemampuan peserta didik untuk berkolaborasi, dapat disimpulkan bahwa instrumen penilaian yang dipersibkah diperlukan oleh guru dan pelajar untuk secara akuratmengukur kemampuan peserta didik untuk berkolaborasi kata kunci Instrumen Penilaian Masalah Sains SSI Kolaborasi Keterampilan"
