,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
2010,['FT4'],shortterm deformation model of highperformance concrete plate based on surrounding temperature,judul jurnal shortterm deformation model of highperformance concrete plate based on surrounding temperature acf prof suharno prof stefanus prof sri tudjono author nilai rata2 19.2 17 17.5 tunggal 17.9,['ZA4450'],,Universitas Lampung,2021-12-31,,,en,judul jurnal shortterm deformation model of high performance concrete plate based on surrounding temperature acf prof suharno prof stefanus prof sri sudjono author nilai rata2 19.2 17 17.5 tunggal 17.9
2011,['FT4'],the effect of superplasticizer type on compression failure of highperformance concrete,judul paper pada jurnal the effect of superplastocozer type on compression failure of highstrength concrete cer prof suharno prof stefanus prof sri tudjono author nilai rata2 17.5 15 17.5 pertama 10,['ZA4450'],,Universitas Lampung,2021-10-10,,,en,judul paper pada jurnal the effect of superplastocozer type on compression failure of highstrength concrete cer prof suharno prof stefanus prof sri tudjono author nilai rata2 17.5 15 17.5 pertama 10
2012,['FKIP8'],peer review longterm deformation of beamcolumn of high,judul paper pd jurnal longterm deformation of beam and column of highperformance concrete ijtech prof suharno prof stefanus prof sri tudjono author n fx rt2 38 36 38 pertama 22.4,['ZA4450'],,Universitas Lampung,2021-12-17,,,en,judul paper pd jurnal longterm deformation of beam and column of high performance concrete ijtech prof suharno prof stephanus prof sri sudjono author n fx rt2 38 36 38 pertama 22.4
2013,['FT4'],peer review longterm shrinkage empirical model of highperformance concrete in humid tropical weather,judul paper pada jurnal longterm shrinkage empirical model of highperformance concrete under humid tropical weather cer prof suharno prof stefanus prof sri tudjono author n fx rata2 18.8 18 19 pertama 11.16,['ZA4450'],,Universitas Lampung,2021-11-11,,,en,judul paper pada jurnal longterm shrinkage empirical model of highperformance concrete under humid tropical weather cer prof suharno prof stefanus prof sri tudjono author n fx rata2 18.8 18 19 pertama 11.16
2014,['FT4'],peer review rheological model of concrete shrinkage,judul paper pada jurnal rheological model of concrete shrinkage ijtech prof suharno prof stefanus prof sri tudjono author nilai rata2 36.9 36 35 pertama 21.58,['ZA4450'],,Universitas Lampung,2021-10-10,,,en,judul paper pada jurnal rheological model of concrete shrinkage ijtech prof suharno prof stefanus prof sri tudjono author nilai rata2 36.9 36 35 pertama 21.58
2015,['FT4'],deformation of highperformance concrete plate under humid tropical weather,judul prosiding deformation of highperformance concrete plate under humid tropical weather iop prof suharno prof stefanus prof sri tudjono author nilai rata2 27.5 27 27.5 pertama 27.33,['ZA4450'],,Universitas Lampung,2021-10-10,,,en,judul prosiding deformation of highperformance concrete plate under humid tropical weather iop prof suharno prof stefanus prof sri tudjono author nilai rata2 27.5 27 27.5 pertama 27.33
2016,['FT2'],rheological model of concrete shrinkage,this paper discusses the shrinkage rheological model of highperformance concrete with a compressive strength of 60 mpa this is based on experimental research in indonesia three specimens measuring 150 mm 150 mm 600 mm were used specimens were placed in a conditioned room with a temperature of 28 3oc and relative humidity of 72 5% observations were conducted over 7 800 days using an embedded vibrating wire strain gauge for each specimen as a result the shrinkage rheological model was single or multi kelvinvoigt in series with timedependent disturber flow in it disturber flow depends on product hydration growth weather pore number size and distribution the model agrees with experimental results moreover it also fits the results using high strength concrete column and high strength self compacting concrete cylinder,['TH'],International Journal of Technology,"Faculty of Engineering, Universitas Indonesia",2021-01-25,,,en,Makalah ini membahas model reologi penyusutan beton berkinerja tinggi dengan kekuatan tekan 60 MPa ini didasarkan pada penelitian eksperimental di Indonesia tiga spesimen yang berukuran 150 mm 150 mm 600 mm digunakan spesimen ditempatkan di kamar terkondisi dengan suhu 28 3OC dan dan spesimen digunakanKelembaban relatif dari 72 5% pengamatan dilakukan selama 7 800 hari menggunakan pengukur regangan kawat yang bergetar untuk masing -masing spesimen sebagai hasilnya model reologi penyusutan adalah tunggal atau multi kelvinvoigt secara seri dengan aliran penghalang waktu di dalamnya.Ukuran dan distribusi nomor pori cuaca model setuju dengan hasil eksperimen apalagi ini juga cocok dengan hasil menggunakan kolom beton berkekuatan tinggi dan silinder beton pemadatan mandiri berkekuatan tinggi
2017,['FT4'],deep haircracks mechanism of rigid pavement in humid tropical weather,judul prosiding deep haircracks mechanism of rigid pavement in humid tropical weather iop prof suharno prof stefanus prof sri tudjono author nilai rata2 25 24 25 pertama 14.8,['ZA4450'],,Universitas Lampung,2021-10-11,,,en,judul prosiding deep haircracks mechanism of rigid pavement in humid tropical weather iop prof suharno prof stefanus prof sri tudjono author nilai rata2 25 24 25 pertama 14.8
2018,['FT4'],peer review cracking of open traffic rigid pavement,judul prosiding cracking of open traffic rigid pavement matec prof suharno prof stefanus prof sri tudjono author nilai rata2 27.6 25 28 pertama 16.12,['ZA4450'],,Universitas Lampung,2021-10-10,,,en,judul prosiding cracking of open traffic rigid pavement matec prof suharno prof stefanus prof sri tudjono author nilai rata2 27.6 25 28 pertama 16.12
2019,['FH3'],edukasi pendaftaran merek kepada perangkat desa danpelaku umkm menuju pemulihan ekonomi pasca covid-19di desa sawojajar kabupaten lampung utara,"96journal of technologyand social for community service jtscs vol 2 no 2 september2021 pagepage 96 101pissn 2723-455xeissn 2723-2026available online at https ejurnal teknokrat ac id index php teknoabdimasedukasi pendaftaran merek kepada perangkat desa danpelaku umkm menuju pemulihan ekonomi pasca covid-19di desa sawojajar kabupaten lampung utaradesy churul aini1 rudi natamihardja2 bayu sujadmiko31,2,3universitas lampungemail desy churulaini fh unila ac id1received 2september2021 accepted 8september 2021 published 15 september 2021 abstractduring the current pandemic we seem to be forced to enter a new atmosphere in the digital sphere everything is done through social media and internet networks the covid-19 pandemic has changed patterns of behavior and human life in almost all countries including indonesia to be able to communicate virtually and almost all activities are supported by mobile phones the indonesian government is active in voicing economic activities that can support people s lives in this case msmes micro small and medium units are an alternative for people who are going to open a business in a certain field whose main goal is to make a product that is worth selling and is in demand by the general public msme products from various products produced by business actors in sawojajar village are directed to have their own characteristics and advantages by registering their product brands to attract consumers to compete with products packaged by a company in order to achieve this it is necessary to know how msme actors can create a brand that is characteristic and becomes one of the rights legally obtained so that the way the product is marketed through a market place or sold online will not cause legal polemics that will hinder the business process from developing towards global marketing in the production process the people of sawojajar village still have problems related to trademark registration permits and marketing this has given impetus to the unilaservice team to hold brand registration education dissemination activities to village officials and msme actors towards economic recovery after covid-19 in sawojajar village north lampung regency",['K1'],Journal of Technologyand Social for Community Service(JTSCS),Universitas Teknokrat Indonesia,2021,,,en,"96 Jurnal Teknologi dan Sosial untuk Layanan Komunitas JTSCS Vol 2 No 2 September2021 Halaman 96 101Pissn 2723-455xeissn 2723-2026vailable online di https ejurnal teknokrat AC ID php teknoabdimasedukasi pendaftararan I PASCA COVID-19DI DESA Sawojajar Kabupaten LampungUTARADSY CHURUL AINI1 RUDI NATAMIHARDJA2 BAYU SUJADMIKO31,2,3Universitas Lampungemail desy churulaini fh unila ac ac needreceived 2september 2021 weoved weoved we -new -oDEnced To outing to outing to oute to outer to 15 September 2021 AbstriceVedinging pandemer sekarang kami diterbitkan ke 15 September 2021 Abstricieding pandemerdan jaringan internet pandemi Covid-19 telah mengubah pola perilaku dan kehidupan manusia di hampir semua negara termasuk Indonesia untuk dapat berkomunikasi secara virtual dan hampir semua kegiatan didukung oleh ponsel, pemerintah Indonesia aktif dalam menyuarakan kegiatan ekonomi yang dapat mendukung orangS hidup dalam hal ini MSM Micro unit kecil dan menengah adalah alternatif bagi orang -orang yang akan membuka bisnis di bidang tertentu yang tujuan utamanya adalah membuat produk yang layak dijual dan diminati oleh produk UMKM umum umumBerbagai produk yang diproduksi oleh aktor bisnis di desa Sawojajar diarahkan untuk memiliki karakteristik dan keunggulan mereka sendiri dengan mendaftarkan merek produk mereka untuk menarik konsumen untuk bersaing dengan produk yang dikemas oleh perusahaan untuk mencapai hal ini, perlu untuk mengetahui bagaimana aktor MSM dapat membuat aMerek yang bersifat karakteristik dan menjadi salah satu hak yang diperoleh secara hukum sehingga cara produk dipasarkan melalui pasar atau dijual secara online tidak akan menyebabkan polemik hukum yang akan menghalangi proses bisnis dari pengembangan pemasaran global dalam proses produksi orang -orang dari orang -orang dariDesa Sawojajar masih memiliki masalah yang berkaitan dengan izin pendaftaran merek dagang dan pemasaran ini telah memberikan dorongan kepada tim unilaservice untuk mengadakan kegiatan diseminasi pendidikan pendaftaran merek kepada pejabat desa dan aktor UMKM menuju pemulihan ekonomi setelah Covid-19 di desa Sawojajar, Kabupaten Lampung Utara Lampung North Lampung Regencyung setelah Kabupaten Covid-19 di Sawojajar Lampung Lampung North Lampung North"
2020,['FEB5'],desiminasi stabek5 2021 implementasi kuliah ekonomi publik berbasis case study learning method,the use of case research will also hone students critical skills and of course provide additional information related to things that happen in real life especially related to cases that have been adapted to the material provided this critical thinking certainly sharpens students thinking skills in solving a case by looking at it from various points of view both from the perspective of the community in the case and also from the point of view of the theory taught by the lecturer or the material being studied however based on observations and interviews from several students of the public economics class at the faculty of economics and business university of lampung it was found that there were still obstacles in delivering the material because in general the level of student participation in the learning process was low students were passive and lacked enthusiasm in the learning process and students are less able to communicate orally so they rarely convey ideas and students rarely ask questions therefore with the case research learning system it is hoped that it will improve students abilities in terms of understanding the material thinking skills and also making decisions this case research study also seeks to improve the quality of human resources especially postgraduation students so that students will be much more prepared to face work life or community life later this critical thinking is also expected to hone students to provide criticism and suggestions,['H1'],,,2021,,,en,"Melihatnya dari berbagai sudut pandang baik dari perspektif masyarakat dalam kasus ini dan juga dari sudut pandang teori yang diajarkan oleh dosen atau materi yang sedang dipelajari namun berdasarkan pengamatan dan wawancara dari beberapa siswa ekonomi publikKelas di Fakultas Ekonomi dan Bisnis Universitas Lampung Ditemukan bahwa masih ada hambatan dalam menyampaikan materi karena secara umum tingkat partisipasi siswa dalam proses pembelajaran adalah siswa rendah adalah pasif dan kurang antusias dalam proses pembelajaran dan siswa adalahKurang mampu berkomunikasi secara lisan sehingga mereka jarang menyampaikan ide dan siswa jarang mengajukan pertanyaan karena itu dengan sistem pembelajaran penelitian kasus, diharapkan akan meningkatkan kemampuan siswa dalam hal memahami keterampilan berpikir material dan juga membuat keputusan studi penelitian kasus ini juga berupaya untuk mencariTingkatkan kualitas sumber daya manusia terutama siswa pascasarjana sehingga siswa akan jauh lebih siap menghadapi kehidupan kerja atau kehidupan masyarakat nanti pemikiran kritis ini juga diharapkan untuk mengasah siswa untuk memberikan kritik dan saran"
2021,['FEB5'],program guide book icebe 4 patterns of spatial modeling of the economy human capital and poverty in 60 districts in southern sumatera,this study tries the spatial concept which is calculated in each region in 60 districts in south sumatra by analyzing the observed spatial patterns and spatial autocorrelation the spatial analysis regression sar model was chosen to analyze cases of spatial linkage to decide how the variables meet the requirements of the model the analysis tool uses geographical information systems gis and expletory spatial data analysis with geodes analyzing the condition of the percentage of poor people with moran i lisa and lisa clustered map statistics in 2015-2029 the results of this research would indicate the spatial relationship of grdp in 60 districts in sumatra indicating that there is a spatial relationship which means that there should be a clustered pattern of regions with the same characteristics the results of moran i scatterplot indicate the division of quadrants in moran i finally the study would show how the percentage of population has any significant effect on grdp and the human development index,['H1'],,,2021,,,en,Studi ini mencoba konsep spasial yang dihitung di setiap wilayah di 60 kabupaten di Sumatra Selatan dengan menganalisis pola spasial yang diamati dan autokorelasi spasial. Model SAR analisis spasial dipilih untuk menganalisis kasus -kasus hubungan spasial untuk memutuskan bagaimana variabel memenuhi persyaratan dari persyaratanModel Alat analisis menggunakan sistem informasi geografis GIS dan analisis data spasial sumpah dengan geodes yang menganalisis kondisi persentase orang miskin dengan Moran I Lisa dan LISA Clustered Map Statistics pada 2015-2029 Hasil penelitian ini akan menunjukkan hubungan spasialGRDP di 60 kabupaten di Sumatra menunjukkan bahwa ada hubungan spasial yang berarti bahwa harus ada pola daerah yang dikelompokkan dengan karakteristik yang sama dengan hasil moran i scatterplot menunjukkan pembagian kuadran di Moran saya akhirnya penelitian akan menunjukkan bagaimana persentase tersebutpopulasi memiliki efek signifikan pada GRDP dan indeks pembangunan manusia
2022,['FEB5'],the economics and spatial analysis on how the cash transfer ease the poverty condition,this research investigates the community s poverty conditions before and after cash transfer program ctp at the socioeconomic level of the people located in bandar lampung city the socioeconomic level describes the total household expenditure in the area of cash transfer implementation the data was obtained from the primary research and then processed statistically and analyzed by a kmeans clustered is used to know the location of the recipient of cash transfer as the people below the poverty line these methods are offering integration between the economics analysis with the spatial analysis as statistically it can be stated that the purpose of the cash transfer in improving the standard of living of beneficiary families through access to services education health and social welfare is achieved besides that the kmeans clustered show several groups divided along with the study areas which described the variation of living in an urban area,['H1'],,EAI,2021-04-19,,,en,"Penelitian ini menyelidiki kondisi kemiskinan masyarakat sebelum dan sesudah program transfer tunai CTP pada tingkat sosial ekonomi orang -orang yang berlokasi di kota Lampung Lampung, tingkat sosial ekonomi menggambarkan total pengeluaran rumah tangga di bidang implementasi transfer tunai data diperoleh dari penelitian utama tersebutdan kemudian diproses secara statistik dan dianalisis oleh Kmeans yang dikelompokkan digunakan untuk mengetahui lokasi penerima transfer tunai sebagai orang -orang di bawah garis kemiskinan metode ini menawarkan integrasi antara analisis ekonomi dengan analisis spasial secara statistik dapat dinyatakan bahwa merekaTujuan transfer tunai dalam meningkatkan standar kehidupan keluarga penerima melalui akses ke layanan pendidikan kesehatan dan kesejahteraan sosial dicapai selain bahwa KM yang dikelompokkan menunjukkan beberapa kelompok dibagi bersama dengan daerah studi yang menggambarkan variasi tinggal di daerah perkotaan"
