,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
142,['FP1'],efisiensi teknis ekonomis dan alokatif usahatani jagung di kabupaten lampung selatan,south lampung regency is the center of corn production in lampung province however the low productivity of corn due to the suboptimal allocation of production factors has affected the efficiency of corn farming production this research aims to analyze the level of technical allocative and economical efficiency corn farming in south lampung regency two subdistricts in south lampung regency penengahan and ketapang that are major corn production hubs were used for data collection the data collected in this study are primary and secondary primary data was obtained using a survey method namely by directly interviewing corn farmers using a list of questions a questionnaire that has been provided secondary data were obtained from institutions or agencies related to this research a simple random sampling method was used to choose up to 71 maize producers for the sample size the stochastic frontier cobbdouglas production function is used in data analysis and is processed by the frontier 4.1 application the results show that corn farming was technically efficient but not allocatively or economically efficient the use of inputs appropriately and efficiently will reduce the use of excessive inputs which can then be allocated to the purchase of other inputs that are less used with the aim of achieving allocative and economic efficiency,['S1'],Jurnal Penelitian Pertanian Terapan,Poloiteknik Negeri Lampung,2023,,,en,"Kabupaten Lampung Selatan adalah pusat produksi jagung di provinsi Lampung namun rendahnya produktivitas jagung karena alokasi suboptimal dari faktor produksi telah mempengaruhi efisiensi produksi pertanian jagung yang bertujuan untuk menganalisis tingkat alokatif teknis dan efisiensi akibat dari pertanian jagung dalam efisiensi teknis dalam pertanian efisiensi efisiensi teknis di dalam pertanian efisiensi efisiensi teknis di dalam pertanian efisiensi efisiensi teknis di dalam pertanian dalam efisiensi efisiensi teknis di dalam pertanian efisiensi efisiensi teknis di dalam pertanian dalam efisiensi efisiensi teknis di dalam pertanian efisiensi efisiensi ekonomis di dalamKabupaten Lampung Selatan Dua subdistrik di Kabupaten Lampung Selatan Penengahan dan Ketapang yang merupakan pusat produksi jagung utama digunakan untuk pengumpulan data Data yang dikumpulkan dalam penelitian ini adalah data primer primer dan sekunder diperoleh dengan menggunakan metode survei yaitu dengan secara langsung mewawancarai petani jagung menggunakan daftardari pertanyaan, sebuah kuesioner yang telah diberikan data sekunder diperoleh dari lembaga atau lembaga yang terkait dengan penelitian ini. Metode pengambilan sampel acak sederhana digunakan untuk memilih hingga 71 produsen jagung untuk ukuran sampel. Fungsi produksi perbatasan stokastik Cobbdouglas digunakan dalam analisis data dan dan fungsi produksi stochastdiproses oleh aplikasi Frontier 4.1 Hasilnya menunjukkan bahwa pertanian jagung secara teknis efisien tetapi tidak secara alokatif atau ekonomi secara efisien penggunaan input secara tepat dan efisien akan mengurangi penggunaan input berlebihan yang kemudian dapat dialokasikan untuk pembelian input lain yang kurang lebih sedikit yang kurang dari input lain yang lebih sedikit lebih sedikit yang lebih sedikit kurang dari input lain yang lebih sedikit lebih sedikit lebih sedikit yang kurang dari input lain lebih sedikit yang kurang lebih adalah input lain yang kurang lebih kurang adalah input lain yang kurang lebih adalah input lain yang kurang lebih kurang dari input lain yang kurang dari input lain lebih sedikit yang kurang dari input lain lebih sedikit yang kurang dari input lain lebih sedikit yang lebih rendah yang kurangdigunakan dengan tujuan mencapai efisiensi alokatif dan ekonomi"
143,['FP1'],technical economic and allocative efficiency of corn farming in south lampung regency,south lampung regency is the center of corn production in lampung province however the low productivity of corn due to the suboptimal allocation of production factors has affected the efficiency of corn farming production this research aims to analyze the level of technical allocative and economical efficiency corn farming in south lampung regency two subdistricts in south lampung regency penengahan and ketapang that are major corn production hubs were used for data collection the data collected in this study are primary and secondary primary data was obtained using a survey method namely by directly interviewing corn farmers using a list of questions a questionnaire that has been provided secondary data were obtained from institutions or agencies related to this research a simple random sampling method was used to choose up to 71 maize producers for the sample size the stochastic frontier cobbdouglas production function is used in data analysis and is processed by the frontier 4.1 application the results show that corn farming was technically efficient but not allocatively or economically efficient the use of inputs appropriately and efficiently will reduce the use of excessive inputs which can then be allocated to the purchase of other inputs that are less used with the aim of achieving allocative and economic efficiency,['S1'],Jurnal Penelitian Pertanian Terapan,Poloiteknik Negeri Lampung,2023-06-26,,,en,"Kabupaten Lampung Selatan adalah pusat produksi jagung di provinsi Lampung namun rendahnya produktivitas jagung karena alokasi suboptimal dari faktor produksi telah mempengaruhi efisiensi produksi pertanian jagung yang bertujuan untuk menganalisis tingkat alokatif teknis dan efisiensi akibat dari pertanian jagung dalam efisiensi teknis dalam pertanian efisiensi efisiensi teknis di dalam pertanian efisiensi efisiensi teknis di dalam pertanian efisiensi efisiensi teknis di dalam pertanian dalam efisiensi efisiensi teknis di dalam pertanian efisiensi efisiensi teknis di dalam pertanian dalam efisiensi efisiensi teknis di dalam pertanian efisiensi efisiensi ekonomis di dalamKabupaten Lampung Selatan Dua subdistrik di Kabupaten Lampung Selatan Penengahan dan Ketapang yang merupakan pusat produksi jagung utama digunakan untuk pengumpulan data Data yang dikumpulkan dalam penelitian ini adalah data primer primer dan sekunder diperoleh dengan menggunakan metode survei yaitu dengan secara langsung mewawancarai petani jagung menggunakan daftardari pertanyaan, sebuah kuesioner yang telah diberikan data sekunder diperoleh dari lembaga atau lembaga yang terkait dengan penelitian ini. Metode pengambilan sampel acak sederhana digunakan untuk memilih hingga 71 produsen jagung untuk ukuran sampel. Fungsi produksi perbatasan stokastik Cobbdouglas digunakan dalam analisis data dan dan fungsi produksi stochastdiproses oleh aplikasi Frontier 4.1 Hasilnya menunjukkan bahwa pertanian jagung secara teknis efisien tetapi tidak secara alokatif atau ekonomi secara efisien penggunaan input secara tepat dan efisien akan mengurangi penggunaan input berlebihan yang kemudian dapat dialokasikan untuk pembelian input lain yang kurang lebih sedikit yang kurang dari input lain yang lebih sedikit lebih sedikit yang lebih sedikit kurang dari input lain yang lebih sedikit lebih sedikit lebih sedikit yang kurang dari input lain lebih sedikit yang kurang lebih adalah input lain yang kurang lebih kurang adalah input lain yang kurang lebih adalah input lain yang kurang lebih kurang dari input lain yang kurang dari input lain lebih sedikit yang kurang dari input lain lebih sedikit yang kurang dari input lain lebih sedikit yang lebih rendah yang kurangdigunakan dengan tujuan mencapai efisiensi alokatif dan ekonomi"
144,['FKIP17'],problemsolving and computational thinking practices lesson learned from the implementation of expression model,computational thinking ability is one of today s problemsolving methods that can be applied in physics learning however it is not yet known by most teachers so it has not been applied optimally in learning activities this study aims to identify students problemsolving and computational thinking abilities in solving wellstructure physics problems the subject of this study was the eleven grade majoring in natural science of sman 1 bangunrejo this type of research is descriptive research the data used to analyze the students problemsolving and computational thinking abilities were obtained from the essay test based on the results of descriptive analysis it can be concluded that there is a relationship between students problemsolving abilities and students computational thinking abilities in making a useful description abstraction and decomposition abilities are needed while to determine the physics approach and specific application of physics generalization abiliy are needed in solving mathematical procedures algorithm ability are needed and to find out logical progressions debugging ability are needed,['L1'],JIPF (Jurnal Ilmu Pendidikan Fisika),STKIP Singkawang,2023-01,,,en,"Kemampuan Berpikir Komputasi adalah salah satu metode pemecahan masalah saat ini yang dapat diterapkan dalam pembelajaran fisika namun belum diketahui oleh sebagian besar guru sehingga belum diterapkan secara optimal dalam kegiatan pembelajaran yang bertujuan untuk mengidentifikasi siswa yang memecahkan masalah dan kemampuan berpikir komputasi dalam memecahkan struktur sumur sumur sumurMasalah Fisika Subjek penelitian ini adalah sebelas kelas jurusan Ilmu Pengetahuan Alam Sman 1 Bangunrejo Jenis penelitian ini adalah penelitian deskriptif data yang digunakan untuk menganalisis siswa yang memecahkan masalah dan kemampuan berpikir komputasi diperoleh dari tes esai berdasarkan hasil deskriptifAnalisis Dapat disimpulkan bahwa ada hubungan antara siswa yang memecahkan kemampuan dan kemampuan berpikir komputasi siswa dalam membuat deskripsi yang bermanfaat, abstraksi dan kemampuan dekomposisi diperlukan sementara untuk menentukan pendekatan fisika dan aplikasi spesifik fisika generalisasi, diperlukan dalam menyelesaikan prosedur matematika algoritma fisikaKemampuan diperlukan dan untuk mengetahui kemampuan debugging progresif logis"
145,['FP5'],identification of marketing mix in the management of petengoran mangrove forest tourism in gebang village pesawaran lampung,marketing in the field of nature tourism is an important thing that can be done as part of a strategy to attract visitors products promoted in the market will make an optimal contribution to tourist attractions therefore improving the quality of a tourism product is an important thing to consider in the development of this tourism the gebang village petengoran mangrove forest is a collaboration between the gebang village community and pt jafpa comfeed indonesia tbk to start becoming a tourist destination in lampung the covid-19 pandemic that has occurred throughout the world has caused a decrease in the income of many sectors of society one of them is the petengoran mangrove forest in gebang village which has experienced a decrease in the number of visitors this study aims to determine the level of compatibility between the importance of the marketing mix factors according to tourists and the level of reality that has been assigned to the petengoran mangrove forest data is collected through direct interviews with tourists data analysis was performed using quantitative and descriptive analysis according to the results of the research conducted it is known that the marketing mix of the petengoran mangrove forest can be seen from its components namely product price place promotion people process and physical evidence based on these seven variables the most dominant value is the promotion factor with an average of 137.50 the promotion factor is in the strongly agree category this is because the promotions carried out are in accordance with the facts obtained in the petengoran mangrove forest the lowest average value is in the physical evidence factor with an average value of 118.83 which is in the agree category this is due to inadequate availability and cleanliness of facilities,['SD'],5. ULUSLARARASI PALANDÖKEN BİLİMSEL ÇALIŞMALAR KONGRESİ,,2023-03,,,en,"Pemasaran di bidang pariwisata alam adalah hal penting yang dapat dilakukan sebagai bagian dari strategi untuk menarik produk pengunjung yang dipromosikan di pasar akan memberikan kontribusi yang optimal untuk tempat -tempat wisata sehingga meningkatkan kualitas produk pariwisata adalah hal yang penting untuk dipertimbangkanDalam pengembangan pariwisata ini, desa Gebang, Hutan Mangrove Mangrove adalah kolaborasi antara komunitas desa Gebang dan Pt Jafpa Comfeed Indonesia TBK untuk mulai menjadi tujuan wisata di Lampung, pandemi Covid-19 yang telah terjadi di seluruh dunia telah menyebabkan penurunan dalam penurunan dalam Lampung yang telah menyebabkan penurunan Covid-19 yang telah menyebabkan penurunan Covid-19 yang telah menyebabkan penurunan covid-19 yang telah menyebabkan penurunan covid-19Penghasilan banyak sektor masyarakat salah satunya adalah Hutan Mangrove Petengoran di desa Gebang yang telah mengalami penurunan jumlah pengunjung yang bertujuan untuk menentukan tingkat kompatibilitas antara pentingnya faktor campuran pemasaran menurut wisatawan danTingkat realitas yang telah ditugaskan ke data hutan Mangrove Petengoran dikumpulkan melalui wawancara langsung dengan analisis data wisatawan dilakukan dengan menggunakan analisis kuantitatif dan deskriptif sesuai dengan hasil penelitian yang dilakukan, diketahui bahwa campuran pemasaran Hutan Mangrove Petengoran dapatdilihat dari komponen -komponennya yaitu harga produk Promosi Promosi Promosi orang dan bukti fisik berdasarkan tujuh variabel ini nilai yang paling dominan adalah faktor promosi dengan rata -rata 137,50 faktor promosi dalam kategori yang sangat setuju ini karena promosi yang dilakukan adalahSesuai dengan fakta -fakta yang diperoleh di hutan bakau petengoran, nilai rata -rata terendah berada dalam faktor bukti fisik dengan nilai rata -rata 118,83 yang dalam kategori setuju, ini disebabkan oleh ketersediaan yang tidak memadai dan kebersihan fasilitas fasilitas"
146,['FEB6'],the effect of field agricultural extension roles on the capacity level of rice farmers in pesawaran regency lampung indonesia,this study explores the effect of field agricultural extension on rice farmers capacity levels and the factors that influence farmers capacity this research was conducted in negeri katon district in october november 2021 the respondents were 62 heads of farmer groups in the district this study used a survey method with a quantitative descriptive approach the results showed that the effect of field agricultural extension on farmers capacity levels could be categorized as moderate and the overall level of farmer capacity could be classified in the medium category this is an interesting finding considering the daily activities of farmers consist of farming but their capacity is not yet high this finding shows that farmers still need agricultural extension agents aeas but the number of aeas is still limited meaning that extension activities do not run optimally the factors that influence the level of farmer capacity are age level of formal education length of farming experience land size number of dependents and the role of aeas the number and role of aeas affect the capacity of extension workers therefore the number of aeas must be increased,['H1'],Asian Journal of Agriculture and Rural Development,Asian Economic and Social Society,2023-04-19,,,en,"Studi ini mengeksplorasi efek perpanjangan pertanian lapangan pada tingkat kapasitas petani padi dan faktor -faktor yang mempengaruhi kapasitas petani yang dilakukan penelitian ini di distrik Negeri Katon pada Oktober 2021 responden adalah 62 kepala kelompok petani di distrik ini menggunakan metode survei.Dengan pendekatan deskriptif kuantitatif, hasilnya menunjukkan bahwa pengaruh perpanjangan pertanian lapangan pada tingkat kapasitas petani dapat dikategorikan sebagai moderat dan tingkat keseluruhan kapasitas petani dapat diklasifikasikan dalam kategori medium ini adalah temuan yang menarik dengan mempertimbangkan kegiatan sehari -hari dari petani yang terdiri dari yang terdiri dari petani yang terdiri dari petani yang terdiri dari petani yang terdiri dari petani yang terdiri dari petani yang terdiri dari para petani yang terdiri yang terdiri dari petani yang terdiri dari petani yang terdiri dari para petani yang terdiri yang terdiri dari petani yang terdiri dari para petani yang terdiri dari petani yang terdiri dari yang terdiri dari petani.pertanian tetapi kapasitas mereka belum tinggi temuan ini menunjukkan bahwa petani masih membutuhkan agen ekstensi pertanian AEA tetapi jumlah AEA masih terbatas makna bahwa kegiatan penyuluhan tidak berjalan secara optimal faktor -faktor yang mempengaruhi tingkat kapasitas petani adalah tingkat usia formal formalPanjang Pendidikan Pengalaman Pertanian Jumlah Tanggungan Tanah dan Peran AEA. Jumlah dan Peran AEA mempengaruhi kapasitas Pekerja Penyuluhan oleh karena itu jumlah AEA harus ditingkatkan"
147,,effect of ph and surfactant concentration sodium lignosulfonate sls towards reduction of silica mass from geothermal brine,geothermal energy source is one of the wealth of mineral resources that are being widely used geothermal power plant is a solution to the needs of new renewable energy to overcome energy needs and dependence on renewable energy however there were important problems that occurred in the geothermal field namely the formation of silica scaling in the production pipe causing the brine injection process to be disrupted the injection process aims to maintain the volume of the geothermal reservoir and maintain the quantity of production steam in the long run therefore controlling silica in the brine injection path in geothermal fields is very much needed this paper discussed the decrease in silica mass influenced by ph and the addition of sodium lignosulfonate sls surfactants that studying the changes in ph 7 8 and 9 and surfactant concentrations 0.05 0.15 and 0.30% w v the results showed that the dissolved silica in the geothermal solution was reduced and could be controlled by the addition of sls surfactants the greater the surfactant concentration and ph the more the mass of silica will be taken the best conditions are at ph 9 and sls surfactant concentration 0.30%w v,"['Q1', 'TA', 'TD', 'TP']",Effect of pH and Surfactant Concentration Sodium Lignosulfonate (SLS) towards Reduction of Silica Mass from Geothermal Brine,Jurnal Geocelebes,2023-04-05,"Keywords: geothermal, silica scaling, sodium lignosulfonate, surfactant",,en,"Sumber energi panas bumi adalah salah satu kekayaan sumber daya mineral yang banyak digunakan pembangkit listrik tenaga panas panas bumi adalah solusi untuk kebutuhan energi terbarukan baru untuk mengatasi kebutuhan energi dan ketergantungan pada energi terbarukan namun ada masalah penting yang terjadi di bidang panas bumi yaituPembentukan penskalaan silika pada pipa produksi yang menyebabkan proses injeksi air garam terganggu. Proses injeksi bertujuan untuk mempertahankan volume reservoir panas bumi dan mempertahankan jumlah uap produksi dalam jangka panjang sehingga mengendalikan silika di jalur injeksi air garam di panas bumi panasBidang sangat diperlukan makalah ini membahas penurunan massa silika yang dipengaruhi oleh pH dan penambahan surfaktan Sodium lignosulfonate SLS yang mempelajari perubahan pH 7 8 dan 9 dan konsentrasi surfaktan 0,05 0,15 dan 0,30% dengan hasilnya menunjukkan bahwa silika yang terlarut 0,05 0,15 dan 0,30% WV.Dalam larutan geotermal berkurang dan dapat dikontrol dengan penambahan surfaktan SLS, semakin besar konsentrasi surfaktan dan pH semakin banyak massa silika akan diambil, kondisi terbaik pada pH 9 dan konsentrasi surfaktan SLS 0,30%w V"
148,['FMIPA2'],study of orchid resistance induction using rhizoctonia against orsv infection based on anatomical characters of roots and leaves,background and objective phalaenopsis amabilis and dendrobium discolor are orchids that are widely cultivated in indonesia orchid cultivation has several problems one of which is infection with odontoglossum ringspot virus orsv rhizoctonia can be used in the induction of orchid resistance by triggering lignification in roots and leaves however there is little information about the induction of mycorrhizal resistance it is necessary to study to determine of orchids resistance to virus through analysis of anatomical character on root and leave materials and methods factorial block random design the factor i orchids types p amabilis a1 dan d discolor a2 factor ii inoculation treatment control k mycorrhiza m virus v and mycorrhizavirus mv parameters observed were root anatomical structure includes lignification and the presence of peloton and leaf anatomical structure includes leaf damage and thickness results all types of experimental plants experienced root and leaf tissue damage due to virus inoculation and mycorrhiza the anatomy of the treated roots had differences in the thickness of the epidermal lignin and the thickness of the carrier bundle lignin meanwhile changes in the anatomical character of leaves as a result of virus inoculation showed damage to the epidermis and stomata tissue conclusion based on the anatomical observations of roots and leaves d discolor was more resistant to orsv infection than p amabilis the results of this study become a recommendation for the types of orchids cultivated in orsv endemic area,['QK'],Asian Journal of Plant Sciences,Science Alert,2023-04,,,en,"latar belakang dan obyektif phalaenopsis amabilis dan Dendrobium Discolor adalah anggrek yang banyak dibudidayakan dalam penanaman anggrek Indonesia memiliki beberapa masalah yang salah satunya adalah infeksi dengan odontoglossum ringspot virus orSV rhizoctonia dapat digunakan dalam induksi ketahanan orkid dengan tiup lamban triggering di dalam induksi oleh lamban orchid di sana dengan lamban trigerging di dalam induksi oleh Lignification ORSV pada induksi oleh Lignification ORSV pada induksi oleh Lignification ORSV pada induksi oleh Lignification ORSV di dalam induksi oleh Lignification ORSV di dalam induksi oleh Lignification ORSvApakah sedikit informasi tentang induksi resistensi mikoriza, perlu untuk dipelajari untuk menentukan resistensi anggrek terhadap virus melalui analisis karakter anatomi pada bahan akar dan meninggalkan material dan metode factorial block random factor factorKontrol pengobatan inokulasi II k mikoriza m virus V dan parameter mycorrhizavirus MV yang diamati adalah struktur anatomi akar termasuk lignifikasi dan adanya peloton dan struktur anatomi daun termasuk kerusakan daun dan hasil ketebalan semua jenis tanaman eksperimental mengalami kerusakan jaringan akar dan daun karena virus inokulasi virus untuk virus inokulasi virus untuk virus inokulasi virusdan mikoriza anatomi akar yang dirawat memiliki perbedaan dalam ketebalan lignin epidermis dan ketebalan lignin bundel pembawa sementara perubahan dalam karakter anatomi daun sebagai akibat dari inokulasi virus menunjukkan kerusakan pada epidermis dan stomata yang didasarkan pada kesimpulan jaringan yang didasarkan pada kesimpulan jaringan yang didasarkan pada kesimpulan jaringan epidermis dan stomata yang didasarkan pada kesimpulan yang didasarkan pada virus yang didasarkan pada Epidermis dan Stomata yang didasarkan pada akibatnya.Pengamatan anatomi akar dan daun D kekeniran lebih resisten terhadap infeksi ORSV daripada p amabilis hasil penelitian ini menjadi rekomendasi untuk jenis anggrek yang dibudidayakan di area endemik ORSV"
149,['FEB5'],does the environmental kuznets curve phenomenon happening in high medium and low income countries,the most significant reduction in environmental quality is thought to have occurred in lowincome countries while low environmental degradation occurred in those highincome countries using the cluster purposive sampling technique countries from 5 continents were examined to see if they had complete data and represented three categories seventyeight countries were found to meet these requirements and were then used as research samples from 2015 to 2019 the data panel regression technique was used to analyses the data this study is expected to be able to produce policies in the form of a sustainable environmental management model that continues to support economic growth this study proved that the environmental kuznets curve ekc phenomenon applies from 2015 to 2019 in highincome countries and population growth rates have a significant negative impact on carbon dioxide co2 emissions this means that the more prosperous a country the less the environmental degradation while in low income countries carbon emissions increase when economic growth increases in developing countries as the population increases environmental degradation increases while in lowincome countries the amount of carbon emissions is affected by economic growth and population some compensate and subsidies lowincome countries which are able to care for their environment,['H1'],International Journal of Energy Economics and  Policy,Fakultas Ekonomi dan Bisnis Universitas Lampung,2023-01-07,,,en,"Pengurangan kualitas lingkungan yang paling signifikan dianggap telah terjadi di negara -negara rendah sementara degradasi lingkungan yang rendah terjadi di negara -negara tinggi yang menggunakan cluster purposive technike negara -negara dari 5 benua diperiksa untuk melihat apakah mereka memiliki data lengkap dan mewakili tiga kategori tujuh negaraeightDitemukan untuk memenuhi persyaratan ini dan kemudian digunakan sebagai sampel penelitian dari 2015 hingga 2019 Teknik regresi panel data digunakan untuk menganalisis data yang diharapkan dapat menghasilkan kebijakan dalam bentuk model manajemen lingkungan yang berkelanjutan yang terus mendukung untuk mendukungPertumbuhan Ekonomi Studi ini membuktikan bahwa kurva lingkungan Kuznets Fenomena EKC berlaku dari 2015 hingga 2019 di negara -negara tinggi dan tingkat pertumbuhan populasi memiliki dampak negatif yang signifikan pada karbon dioksida CO2 emisi ini berarti bahwa semakin makmur suatu negara, semakin sedikit degradasi lingkungan saat berada di rendah saat rendah saat berada di rendah saat berada dalam degradasi rendah saat berada di rendah saat dalam rendah saat berada di rendah saat berada di rendah saat berada di rendah saat dalam degradasi lingkungan saat berada di rendah saat berada di rendah saat berada di degradasi lingkungan saat berada di rendah saat berada di rendah saat berada dalam degradasi lingkungan saat berada dalam degradasi rendah saat berada di rendah saat berada di rendah.Negara -negara pendapatan emisi karbon meningkat ketika pertumbuhan ekonomi meningkat di negara -negara berkembang karena populasi meningkatkan degradasi lingkungan meningkat sementara di negara -negara rendah yang rendah jumlah emisi karbon dipengaruhi oleh pertumbuhan ekonomi dan populasi beberapa kompensasi dan subsidi negara -negara rendah yang mampu merawat lingkungan mereka"
150,['FKIP15'],senior high school students argumentation skills implementation of the scientific approach at different levels of accreditation,this study was aims to analyze the argumentation ability of students at the high school level in lampung province at different levels of accreditation methods of this research was used ex post facto this research will be conducted in all high schools in lampung province determination of sampling using a purposive technique based on 1 the determined area is an existing district city expansion area which indicates that the area is in a phase of demographic development with education becoming urgent sectors in the fulfillment of human resources and demographics 2 the same socioeconomic and geographical conditions as considering the homogeneous evaluation of learning achievement in the regency city of lampung province in 2021 therefore the sample was 533 students with the distribution of schools in the regency area north lampung pesawaran and way kanan data obtained through i quantitative data test and ii qualitative data questionnaires and interviews by teachers the results of the research were found that all the schools studied had implemented a scientific approach as mandated by the 2013 curriculum this descriptive showed that there were differences in data implementation between schools accredited a b and c in lampung province the argumentative aspects of claim grounds warrants backing in schools with different accreditation levels have a difference,['L1'],,,2023-05-02,,,en,Penelitian ini bertujuan untuk menganalisis kemampuan argumentasi siswa di tingkat sekolah menengah di provinsi Lampung di berbagai tingkat metode akreditasi penelitian ini digunakan secara ex post facto penelitian ini akan dilakukan di semua sekolah menengah di provinsi Lampung penentuan pengambilan sampel menggunakan aTeknik Purposive Berdasarkan 1 Area yang ditentukan adalah area ekspansi kota distrik yang ada yang menunjukkan bahwa area tersebut berada dalam fase pengembangan demografis dengan pendidikan menjadi sektor mendesak dalam pemenuhan sumber daya manusia dan demografi 2 kondisi sosial ekonomi dan geografis yang sama seperti mempertimbangkan hal tersebut seperti halnya dengan mempertimbangkan hal tersebut dengan mempertimbangkan hal tersebut dengan mempertimbangkan hal tersebut dengan mempertimbangkan hal tersebut dengan mempertimbangkan hal tersebut dengan mempertimbangkan hal tersebut dengan mempertimbangkan hal tersebut dengan mempertimbangkan hal tersebut dengan mempertimbangkan hal tersebut dengan mempertimbangkan hal tersebut dengan mempertimbangkan hal itu dengan mempertimbangkan hal itu dengan mempertimbangkan hal itu dengan mempertimbangkan hal itu dengan mempertimbangkan hal itu dengan mempertimbangkan hal itu dengan mempertimbangkan hal itu dengan mempertimbangkan hal itu dengan mempertimbangkan hal itu dengan mempertimbangkan hal sosial ekonomi dan geografis seperti mempertimbangkanEvaluasi Homogen dari Prestasi Pembelajaran di Kantor Kabupaten Provinsi Lampung pada tahun 2021 Oleh karena itu sampelnya adalah 533 siswa dengan distribusi sekolah di daerah Kabupaten Lampung Pesawaran dan Way Data Kanan yang diperoleh melalui Tes Data Kuantitatif I dan kuesioner data kualitatif II dan wawancara oleh oleh oleh oleh oleh kuesioner dan wawancara oleh oleh oleh oleh I II dan wawancara dengan kuesioner kualitatif dan wawancara oleh I II dan wawancara oleh I II dan wawancara oleh I II dan wawancara oleh II dan wawancara oleh II dan wawancara oleh II kualitatifGuru Hasil penelitian ditemukan bahwa semua sekolah yang diteliti telah menerapkan pendekatan ilmiah sebagaimana diamanatkan oleh kurikulum 2013 deskriptif ini menunjukkan bahwa ada perbedaan dalam implementasi data antara sekolah -sekolah yang terakreditasi B dan C di provinsi Lampung aspek argumentatif dari warran klaim waran warranDukungan di sekolah dengan tingkat akreditasi yang berbeda memiliki perbedaan
151,['FKIP15'],students science literacy ability study on the topic of environmental pollution at smpn 2 merbau mataram,"scientific literacy is one of the determining factors in preparing competent human resources in the future this study aimed to determine students scientific literacy skills based on the pisa framework this research is ex post facto research with a cross sectional survey design the research sample was selected by purposive sampling of 224 students in class viii smp negeri 2 merbau mataram quantitative data from students scientific literacy competency scores obtained with pisa questions were then analyzed descriptively the results of students scientific literacy competence in this study were in the very low category 30.06 1.8 based on the aspect of scientific competence identifying scientific problems 33.35 2.58 has the highest score then using scientific evidence 36.18 3.21 and the lowest score is the aspect of explaining scientific phenomena 20.7 1,7 thus the results of this study concluded that students scientific literacy abilities at smpn 2 merbau mataram were in the very low category",['L1'],JoAEdu,Program Doktor Pendidikan FKIP Universitas Lampung,2023,,,en,Literasi ilmiah adalah salah satu faktor penentu dalam mempersiapkan sumber daya manusia yang kompeten di masa depan penelitian ini bertujuan untuk menentukan keterampilan melek huruf ilmiah siswa berdasarkan kerangka kerja PISA. Penelitian ini adalah ex post facto penelitian dengan desain survei cross sectional sampel penelitian dipilih oleh purposivePengambilan sampel 224 siswa di Kelas VIII SMP Negeri 2 Merbau Mataram Data Kuantitatif dari Siswa Skor Kompetensi Literasi Ilmiah yang Diperoleh dengan Pertanyaan PISA kemudian dianalisis secara deskriptif hasil kompetensi literasi ilmiah siswa dalam penelitian ini dalam kategori yang sangat rendah 30.06 1.8 berdasarkan aspek tersebutberada dalam kategori yang sangat rendah
152,['FKIP15'],integrasi tpack dalam flipped learning untuk meningkatkan keterampilan berpikir kritis peserta didik pada pembelajaran biologi di sman 1 metro,abstract learning based on technological pedagogical content knowledge tpack is a requirement for implementing technologybased learning the integration of tpack in the flipped learning model could be facilitate the implementation of online or blended learning this study was aims to analyze the integration of tpack in flipped learning on the critical thinking skills of class xi students of sma negeri 1 metro this study was used a quasiexperimental design with a pretestposttest nonequivalent groups design the sample used in this study amounted to 61 people who were divided into class xi ipa 3 30 people and class xi ipa 3 31 people with the sampling technique of purposive sampling the data in this study were quantitative data and qualitative data quantitative data in the form of critical thinking results from the pretest posttest and ngain values were then analyzed by using the independent sample ttest α 0.05 the results showed that there was a significant effect of the application of the flipped learning model on students critical thinking skills sig p 0.05 qualitative data in the form of data on the value of the learning implementation questionnaire with a score of 88.95% very good category for the observer s assessment results and a score of 64.8 good category for the assessment of students as many as 67.4% of students feel they can think more critically in the application of flipped learning therefore the integration of tpack in flipped learning has an effect on students critical thinking skills in online biology learning flipped learning online learning new normal,['L1'],Bioedusiana,Universitas Siliwangi,2023-03-31,,['critical thinking'],en,"Abstrak Pembelajaran Berdasarkan pada Pengetahuan Konten Pedagogis Teknologi TPACK adalah persyaratan untuk mengimplementasikan pembelajaran berbasis teknologi integrasi TPACK dalam model pembelajaran terbalik dapat memfasilitasi implementasi pembelajaran online atau campuran penelitian ini bertujuan untuk menganalisis integrasi TPACK dalam pembelajaran yang dibalik padaKeterampilan Berpikir Kritis Siswa Kelas XI dari SMA Negeri 1 Metro Penelitian ini digunakan sebagai desain quasixperimental dengan kelompok pretestposttest nonquivalent.31 Orang dengan teknik pengambilan sampel pengambilan sampel purposive. Data dalam penelitian ini adalah data kuantitatif dan data kualitatif data kuantitatif dalam bentuk hasil pemikiran kritis dari nilai posttest dan ngain pretest kemudian dianalisis dengan menggunakan sampel independen α 0,05 hasilnya ditunjukkanBahwa ada efek signifikan dari penerapan model pembelajaran terbalik pada siswa keterampilan berpikir kritis sig p 0,05 data kualitatif dalam bentuk data tentang nilai kuesioner implementasi pembelajaran dengan skor 88,95% kategori yang sangat baik untuk pengamat sHasil penilaian dan skor 64,8 kategori yang baik untuk penilaian siswa sebanyak 67,4% siswa merasa mereka dapat berpikir lebih kritis dalam penerapan pembelajaran terbalik karena itu integrasi tpack dalam pembelajaran terbalik memiliki efek pada keterampilan berpikir kritis siswa dalamPembelajaran Biologi Online Membalikkan Pembelajaran Online Pembelajaran Baru Normal"
